memory_matrix_accuracy,memory_matrix_avg_time,pattern_sequence_accuracy,pattern_sequence_avg_time,multi_switch_accuracy,switch_cost_ms,dual_task_memory_accuracy,dual_task_math_accuracy,cpt_accuracy,cpt_false_positives,keep_track_accuracy,operation_span_processing_accuracy,operation_span_storage_accuracy,find_the_box_accuracy,color_number_accuracy,color_number_false_clicks,rule_discovery_accuracy,average_rule_guesses,average_discovery_time_ms,overall_score,behavior_profile
58.39,1227.95,45.31,1357.64,71.78,483.43,44.76,70.9,53.5,12,36.43,65.13,54.97,50.68,59.44,8,60.29,4.39,5898.72,53.02,Impulsive
88.16,1918.05,100.0,1990.18,100.0,437.58,95.04,98.0,96.56,0,89.81,91.47,86.28,91.44,100.0,1,100.0,2.46,5414.58,96.19,Careful
73.23,1154.23,79.87,1505.21,81.93,729.98,70.56,73.53,68.01,7,73.16,71.45,69.4,70.04,72.55,6,66.29,3.15,5554.88,75.03,Impulsive
53.35,823.06,39.06,712.43,59.43,511.2,48.79,51.37,47.73,4,54.63,62.57,61.51,66.74,67.88,4,35.64,3.7,6678.1,49.71,Inconsistent
79.95,1226.47,91.48,1205.42,88.65,387.81,83.32,82.17,87.26,3,89.29,86.65,85.94,80.13,80.61,0,83.43,2.62,5529.23,87.72,Efficient
100.0,1288.1,94.33,1284.89,96.86,563.8,92.77,94.65,91.15,4,85.12,95.24,100.0,83.0,100.0,3,97.93,2.46,5339.12,95.17,Efficient
54.22,1863.9,55.1,2033.03,49.05,427.76,58.73,77.79,43.81,8,57.07,48.39,59.09,54.85,60.57,5,65.05,4.18,5644.6,53.74,Inconsistent
64.35,1153.96,80.38,1021.61,76.36,400.57,68.83,85.4,61.05,10,67.52,84.04,80.49,68.12,66.72,8,70.96,3.4,4865.15,71.97,Impulsive
95.05,1592.01,91.12,1201.61,90.39,474.0,75.04,100.0,93.7,5,97.19,100.0,93.94,100.0,88.86,0,95.34,2.0,3366.89,94.18,Efficient
100.0,1243.36,100.0,1278.02,86.68,548.48,96.49,85.97,90.73,2,96.13,99.62,97.88,91.32,100.0,2,87.43,2.4,4828.27,92.38,Efficient
97.98,1984.59,79.85,1587.87,74.23,458.15,93.5,94.56,92.61,2,84.33,80.51,76.25,79.1,74.15,0,82.24,2.54,6129.74,85.02,Careful
84.09,1757.74,93.78,1859.53,93.3,538.72,83.02,85.42,78.47,2,86.22,96.15,94.3,83.73,86.67,1,77.29,2.93,3888.27,86.89,Careful
55.15,949.41,57.4,1003.87,62.0,520.97,56.86,73.72,59.62,9,63.34,56.8,65.19,55.45,51.94,7,65.24,3.65,6822.98,58.89,Impulsive
86.9,1517.43,100.0,1599.91,81.42,525.4,93.77,80.6,90.7,1,86.72,92.38,94.03,83.64,91.06,1,100.0,2.96,4660.35,88.72,Careful
93.12,1802.5,94.12,1620.43,100.0,469.92,98.59,100.0,94.5,2,100.0,100.0,87.81,91.4,87.46,1,84.54,2.05,4849.4,92.38,Efficient
61.29,1650.86,73.96,1630.44,62.88,578.48,67.93,64.05,71.68,4,49.4,67.73,55.26,68.43,64.13,4,52.0,3.83,5752.64,66.19,Inconsistent
61.3,1435.75,45.48,1930.11,59.59,541.53,59.73,69.07,61.07,5,70.97,62.61,65.87,64.44,70.28,3,75.54,4.01,5279.62,64.92,Inconsistent
93.2,1682.28,100.0,2046.06,100.0,264.47,99.91,88.04,100.0,3,96.52,96.38,96.58,95.75,89.06,2,82.35,2.32,5528.71,94.48,Careful
43.3,1660.05,35.93,1450.46,38.64,566.87,43.46,39.97,44.33,5,35.0,45.62,38.33,41.4,40.57,3,48.51,3.8,5832.51,37.38,Inconsistent
72.66,937.38,62.95,912.07,71.52,464.9,73.13,74.93,73.07,8,74.79,56.98,60.16,56.05,55.52,10,80.76,3.48,5967.91,66.27,Impulsive
49.62,2075.47,35.19,1854.11,42.47,504.12,48.45,39.3,49.11,1,44.04,40.71,46.93,49.64,39.71,2,44.32,3.37,6639.26,48.52,Inconsistent
86.81,2212.88,88.17,2431.44,84.05,407.56,89.63,74.74,67.69,0,66.67,67.98,64.12,68.72,72.2,1,85.06,2.64,5451.03,80.42,Careful
65.15,1220.52,77.23,1259.37,64.18,518.97,60.83,66.33,67.8,3,76.74,64.13,61.67,59.89,64.42,3,90.25,3.44,6136.14,68.62,Inconsistent
51.07,1239.09,65.27,798.9,34.25,274.05,59.64,66.7,54.07,7,59.4,66.53,64.99,46.64,67.11,6,74.49,4.1,5795.05,57.67,Impulsive
86.48,1250.38,99.38,1691.25,85.46,269.52,89.1,76.45,84.34,0,88.71,99.71,88.8,98.09,92.15,0,100.0,3.64,5878.42,89.71,Efficient
60.39,897.26,53.87,995.23,52.76,377.98,48.12,67.06,40.55,7,62.17,52.08,52.51,69.33,50.08,7,49.67,4.47,6257.3,55.59,Impulsive
81.67,1638.79,78.88,1377.62,79.8,279.71,97.47,61.7,78.19,3,100.0,88.93,75.36,83.87,84.74,0,91.82,2.4,4426.9,79.38,Efficient
69.68,1993.95,52.22,1995.71,61.13,733.92,70.42,76.81,67.6,5,74.17,56.54,64.8,70.63,67.89,3,75.25,3.53,5172.11,70.5,Inconsistent
82.61,2118.19,93.9,2245.02,86.79,674.64,73.63,88.84,89.91,2,100.0,94.85,80.23,98.83,76.33,0,87.68,2.84,5464.52,86.28,Careful
85.65,1987.25,90.13,2075.61,93.71,593.61,93.12,100.0,76.11,4,88.12,82.11,100.0,87.68,70.03,2,90.18,2.42,5247.91,87.57,Inconsistent
100.0,1931.03,92.36,1883.64,100.0,545.21,100.0,95.82,91.31,0,85.08,95.85,99.93,97.04,95.7,0,100.0,1.95,4400.26,90.79,Careful
28.9,1416.88,38.35,1165.54,31.63,429.32,54.49,34.78,35.76,7,34.3,30.31,41.23,24.36,20.0,9,32.28,4.92,7319.82,33.7,Impulsive
70.27,806.43,67.65,898.53,77.6,477.5,65.43,73.87,77.54,8,88.78,78.61,61.74,62.99,87.31,7,67.79,3.38,4859.95,69.12,Impulsive
51.59,1367.87,51.44,1278.76,50.17,538.52,71.33,56.48,42.7,10,52.16,42.86,52.76,38.19,40.33,8,52.29,3.96,6997.88,52.08,Impulsive
53.33,949.9,58.14,846.66,61.69,550.95,41.55,36.94,54.97,11,36.26,35.74,35.92,42.92,28.09,10,31.07,4.57,6541.61,47.53,Inconsistent
93.37,2356.64,100.0,2186.02,100.0,633.93,100.0,96.36,100.0,0,99.29,100.0,100.0,81.83,100.0,1,100.0,2.15,4388.89,99.95,Careful
83.73,1094.8,79.62,1289.15,70.89,463.62,87.14,67.0,76.71,1,78.33,89.35,93.29,91.75,81.7,0,61.08,2.53,6649.4,76.0,Efficient
66.26,1626.26,69.21,1825.04,59.26,722.69,62.29,74.05,51.44,1,70.77,62.69,67.99,77.99,60.84,3,40.35,2.37,5855.5,65.58,Inconsistent
75.38,1880.88,83.16,1914.5,69.7,405.67,71.76,71.37,79.09,3,82.27,83.74,66.65,79.48,74.82,0,85.63,2.66,5721.33,76.58,Careful
83.35,1362.17,100.0,1196.0,90.58,391.39,89.3,86.27,94.48,0,100.0,100.0,82.42,92.88,87.44,3,100.0,2.62,5319.5,85.64,Efficient
71.2,883.68,59.34,922.77,58.53,529.45,82.92,56.8,62.87,13,50.3,58.72,57.53,60.12,67.88,10,70.36,3.08,6456.04,67.76,Impulsive
88.71,1184.35,95.86,989.42,99.05,328.15,100.0,78.15,99.64,2,100.0,75.26,94.37,100.0,83.12,0,89.91,2.01,5220.3,95.17,Efficient
55.21,1398.4,69.03,1460.58,55.44,566.69,58.88,74.58,57.61,0,69.18,59.58,62.59,59.83,66.05,1,53.1,3.88,5850.39,59.34,Inconsistent
100.0,1785.25,98.01,1899.6,100.0,443.02,90.48,100.0,94.61,3,91.82,90.46,95.39,100.0,94.13,1,100.0,2.4,4695.57,95.15,Careful
83.45,1933.2,92.26,1755.84,76.05,434.99,91.31,82.79,88.04,2,86.53,83.87,97.57,84.89,93.49,1,94.31,2.65,4952.95,91.81,Careful
46.14,1267.76,54.79,921.63,38.42,541.43,45.11,47.95,68.51,10,56.48,59.87,44.65,53.98,37.01,7,48.11,3.71,5960.05,49.71,Impulsive
51.11,1928.96,49.68,2150.02,53.1,585.18,36.44,50.59,56.49,6,57.38,40.66,50.54,40.08,50.32,7,42.29,3.46,6377.81,45.25,Inconsistent
97.72,1917.88,90.84,1880.35,77.93,468.29,72.62,92.65,94.9,0,90.76,92.05,92.25,87.18,73.69,1,80.85,2.5,5241.32,87.89,Careful
74.21,1783.14,80.73,1624.08,75.07,515.62,90.39,73.4,80.87,4,80.18,93.52,79.01,87.5,85.45,4,92.01,2.89,4569.69,84.83,Inconsistent
50.83,1194.0,67.8,1416.32,50.71,438.89,51.48,54.64,52.97,8,46.52,53.92,42.25,56.95,55.83,9,60.59,4.21,6160.4,57.88,Impulsive
80.96,2242.1,83.15,1953.58,77.45,469.56,100.0,91.74,86.6,1,80.12,90.24,86.06,84.62,79.41,0,86.14,2.53,5040.63,86.66,Careful
50.59,998.03,41.57,1273.69,38.63,536.16,43.2,66.49,46.36,9,53.86,37.35,39.13,46.28,61.4,8,36.17,3.85,5884.4,43.78,Impulsive
36.15,2011.68,49.23,2284.52,42.21,736.58,38.67,36.85,46.08,1,38.81,44.8,48.05,49.74,52.31,1,46.32,4.82,6265.12,45.32,Inconsistent
71.99,1781.77,76.24,1895.2,66.04,641.35,72.74,65.73,61.87,6,73.69,72.56,74.0,76.9,67.27,4,67.68,2.9,5137.34,71.28,Inconsistent
34.96,1276.75,24.31,559.64,38.64,350.83,52.89,33.15,40.25,7,54.5,42.56,30.5,37.55,39.5,5,48.56,2.99,6790.38,39.27,Impulsive
85.12,1079.92,75.91,876.76,80.79,244.58,77.32,92.38,89.85,0,71.7,82.22,78.55,95.8,74.65,0,99.89,2.72,4733.56,78.41,Efficient
83.37,988.42,92.64,1031.15,81.93,286.34,83.46,73.09,84.22,2,82.32,71.42,81.43,81.2,96.22,1,89.89,2.87,5072.9,80.98,Efficient
54.41,1204.57,44.53,1245.3,40.41,232.59,42.82,53.27,50.42,11,33.94,47.93,60.35,47.39,49.68,8,60.39,5.02,5941.18,44.24,Impulsive
100.0,1099.15,100.0,1455.72,100.0,434.95,100.0,100.0,100.0,1,98.04,100.0,96.56,98.66,100.0,0,100.0,2.64,3461.23,100.0,Efficient
86.1,2266.76,93.0,1992.79,93.52,449.65,91.92,100.0,100.0,1,92.82,87.11,100.0,100.0,95.11,0,100.0,2.28,4525.01,95.19,Careful
86.35,1718.07,88.18,1673.31,82.5,577.55,72.95,81.87,89.92,1,89.03,94.63,96.95,86.61,77.52,0,93.84,2.58,5698.42,85.04,Careful
91.55,2096.23,100.0,2089.72,79.96,725.1,86.13,81.92,91.23,6,83.02,92.25,81.82,100.0,67.47,5,88.4,3.01,6024.84,80.65,Inconsistent
47.95,1349.86,56.21,1616.14,57.35,557.83,63.39,48.1,49.52,8,59.58,50.27,49.93,63.56,42.56,6,72.03,4.21,6142.17,53.34,Inconsistent
49.43,2227.95,43.66,1773.3,52.7,756.99,57.04,68.27,48.08,4,63.6,53.74,52.61,42.15,57.7,3,57.03,3.04,7130.44,53.22,Inconsistent
100.0,777.77,100.0,1221.82,93.86,357.0,100.0,100.0,99.05,5,82.45,98.13,99.83,98.69,95.08,1,100.0,2.54,4821.02,97.48,Efficient
87.85,1412.41,93.67,1923.59,94.94,656.83,89.97,91.28,81.98,0,65.05,81.89,86.64,80.58,80.22,1,72.99,2.35,5902.68,88.53,Careful
53.74,1679.73,61.95,1386.08,69.33,594.03,62.09,44.09,54.44,0,57.89,57.25,60.15,48.5,56.35,1,59.62,3.31,5787.07,57.73,Inconsistent
48.97,1121.97,54.94,1177.1,47.15,299.69,64.07,68.29,57.27,13,66.6,66.06,59.74,61.52,64.9,10,44.74,4.41,6371.26,55.1,Impulsive
81.57,1815.93,91.4,1770.16,80.61,463.63,85.06,64.57,82.35,2,82.9,68.15,71.05,83.6,76.34,2,88.77,3.14,5384.27,83.83,Careful
95.35,1287.83,95.83,1404.14,96.69,366.7,100.0,99.41,95.24,5,88.5,95.51,94.75,96.52,100.0,1,90.26,2.59,4449.68,94.65,Efficient
49.97,1348.03,60.51,1310.19,63.43,612.71,47.31,42.16,46.19,13,48.15,53.07,40.48,50.16,51.84,10,56.43,3.77,5840.7,47.87,Impulsive
63.67,1051.39,60.64,1328.48,59.7,503.03,61.59,56.61,65.64,2,61.55,77.19,58.17,60.68,58.17,6,78.46,3.13,6236.95,67.68,Inconsistent
100.0,1374.51,91.8,1233.49,97.79,400.11,89.02,100.0,84.32,0,92.07,100.0,93.22,80.11,88.27,1,88.33,3.13,5577.66,90.77,Efficient
59.48,1304.35,55.76,1151.87,56.95,510.73,75.37,63.89,62.48,12,59.33,81.0,71.87,55.66,59.24,6,59.5,3.38,5654.12,61.04,Impulsive
100.0,2196.73,98.93,2172.09,100.0,685.47,100.0,100.0,100.0,0,100.0,100.0,100.0,100.0,100.0,1,96.58,1.91,4938.61,99.08,Careful
83.22,1067.16,81.56,1272.62,97.52,364.1,86.44,80.43,79.87,1,73.92,82.85,85.84,68.06,72.46,1,78.73,2.55,5488.95,78.56,Efficient
95.48,1109.55,99.88,1444.28,83.16,467.48,85.98,86.04,92.6,1,90.1,87.58,88.58,85.14,90.05,0,100.0,2.94,4580.79,90.93,Efficient
92.26,1276.34,85.06,1611.42,94.34,434.24,77.05,82.38,86.6,2,90.07,79.26,84.29,97.58,98.53,2,68.55,2.17,5221.25,88.34,Efficient
47.18,1202.39,35.8,1026.59,54.06,449.02,37.34,43.21,45.97,11,39.96,39.8,53.51,58.05,45.83,6,30.41,4.16,7020.47,44.3,Impulsive
65.71,1969.49,72.93,2036.08,75.12,461.36,76.19,79.7,74.55,0,71.17,86.46,73.95,87.86,73.91,2,76.36,3.36,6468.89,72.0,Careful
98.72,886.79,96.49,1072.51,93.73,335.55,96.99,96.44,94.19,0,100.0,92.01,97.68,88.31,98.83,0,99.84,2.5,4827.07,98.51,Efficient
87.66,1819.93,91.43,1804.58,88.17,478.55,98.36,83.9,90.09,0,77.14,96.77,100.0,99.31,98.52,0,99.57,2.56,4936.24,88.08,Careful
74.71,1089.78,84.32,974.52,79.48,399.89,66.93,76.25,73.96,9,81.02,75.04,74.74,63.18,78.97,7,60.11,2.45,5356.38,73.49,Impulsive
77.67,1614.23,81.85,1836.8,92.79,406.51,74.84,84.11,85.36,2,76.47,93.46,96.16,88.33,88.34,0,64.01,3.17,5543.18,81.96,Careful
77.24,1895.05,82.45,1971.72,77.95,421.91,72.73,80.17,80.26,2,91.21,91.35,79.31,84.46,71.67,0,82.09,2.16,5758.94,84.89,Careful
48.37,640.38,68.6,327.09,61.21,223.42,65.68,56.41,61.95,6,47.64,55.73,56.72,65.49,56.98,4,48.8,3.61,6886.11,61.3,Inconsistent
46.53,1379.46,50.69,1418.58,40.06,651.44,54.09,44.84,46.54,9,54.39,47.03,47.48,59.63,42.5,7,54.77,4.48,7023.35,46.78,Impulsive
45.2,1258.91,36.29,1213.65,36.88,355.78,45.27,53.24,47.2,9,37.66,38.36,39.13,39.93,31.98,5,47.18,4.22,6659.12,42.22,Impulsive
100.0,2173.05,100.0,1487.21,100.0,637.96,90.38,90.73,95.82,0,100.0,80.91,98.76,100.0,100.0,1,100.0,1.81,3853.92,100.0,Careful
88.43,1270.0,78.48,754.29,81.66,318.88,81.02,89.12,84.01,0,84.22,100.0,83.49,89.6,86.0,1,87.74,2.58,5203.72,86.47,Efficient
85.79,1346.84,85.97,1522.03,80.59,227.92,79.51,78.31,85.05,0,93.22,93.78,75.21,82.71,66.65,2,85.18,2.13,5477.86,84.54,Efficient
57.88,1695.81,61.54,1532.61,73.1,631.72,59.35,52.48,60.74,6,74.34,45.04,64.02,58.13,61.86,3,60.07,3.29,6337.71,62.73,Inconsistent
54.11,2596.01,43.72,2464.23,45.84,823.43,52.88,54.75,43.71,5,46.05,48.18,50.2,44.71,44.81,7,58.19,4.32,8791.58,45.57,Inconsistent
57.42,1178.52,44.44,1408.84,36.91,345.57,41.13,56.3,54.01,7,43.35,44.4,54.83,59.98,48.9,6,54.44,4.4,6383.95,50.62,Impulsive
88.16,1557.05,96.25,1510.05,82.21,333.77,97.1,98.29,93.54,1,81.44,83.0,100.0,99.87,92.67,3,100.0,2.4,5666.39,92.55,Efficient
41.9,760.12,48.74,952.83,31.24,436.02,36.1,42.1,41.15,13,63.56,51.7,51.49,42.21,32.43,9,58.64,4.58,8150.17,43.36,Impulsive
70.8,1471.74,67.32,1636.42,82.54,508.58,53.27,60.41,73.67,5,75.21,82.99,51.77,76.69,59.85,1,73.59,3.17,5965.98,74.25,Inconsistent
80.09,1667.96,83.84,1562.16,82.63,444.8,90.98,74.22,76.05,0,83.43,85.23,80.98,88.43,92.21,0,87.99,3.37,6586.49,80.02,Careful
90.5,1909.71,99.78,1799.86,91.53,571.09,99.1,98.53,97.37,0,96.25,100.0,100.0,85.2,96.03,2,92.63,2.0,4777.21,93.61,Careful
20.0,1226.07,32.14,1313.74,20.0,382.18,20.14,34.77,23.09,5,20.0,20.0,23.19,20.0,23.36,4,20.0,4.88,8335.66,23.32,Inconsistent
91.8,1158.63,84.96,1492.98,76.84,361.6,80.22,84.35,91.6,0,85.52,92.06,86.33,88.87,79.46,0,80.81,2.98,4903.34,86.74,Efficient
54.02,1358.47,52.42,1283.2,45.11,518.66,37.5,55.12,44.96,8,40.64,32.09,49.55,42.57,47.33,7,46.71,4.72,5953.87,48.92,Impulsive
85.75,1544.41,68.16,1579.25,76.53,383.42,90.7,68.95,89.56,1,94.94,79.9,85.19,91.8,79.12,2,90.66,2.68,4744.86,80.81,Careful
50.73,1226.47,67.7,1183.65,49.18,502.91,48.0,47.04,50.58,8,34.83,61.32,55.56,42.56,47.97,7,42.7,4.66,6221.62,43.4,Impulsive
65.41,1220.6,71.08,1034.59,69.09,282.75,80.46,71.94,58.67,11,66.78,58.56,59.39,51.72,60.73,7,67.92,3.37,6301.67,70.37,Impulsive
56.41,1088.35,64.74,881.17,59.31,467.22,37.69,52.35,52.41,9,61.41,47.08,43.15,58.16,51.32,8,45.86,4.01,6432.34,52.48,Impulsive
76.42,1246.14,81.98,1685.89,78.62,561.89,79.65,81.75,79.13,7,84.39,76.95,77.89,68.52,84.4,7,91.93,3.19,5552.99,79.14,Inconsistent
68.2,1078.25,70.62,1287.1,72.21,560.27,76.51,75.83,60.42,7,77.94,75.73,66.39,64.91,73.14,5,74.27,2.43,5672.49,66.38,Inconsistent
65.23,1377.69,63.24,1537.89,66.37,327.44,82.42,74.26,71.04,11,72.11,58.98,72.43,64.57,66.46,7,65.86,3.97,6023.69,66.84,Impulsive
54.93,1643.59,58.35,1771.95,53.69,606.06,47.91,57.5,54.24,8,69.21,60.78,49.71,60.31,56.94,6,66.26,4.14,6509.06,60.69,Inconsistent
42.15,1578.79,34.94,1558.31,48.16,626.18,54.24,60.1,38.48,5,59.54,49.64,43.19,53.6,59.0,2,33.04,3.69,7115.68,46.24,Inconsistent
91.65,2102.0,89.87,1875.5,80.56,634.73,81.83,90.84,92.14,1,92.77,81.75,85.94,77.76,76.02,1,87.89,2.29,5111.41,83.3,Careful
91.47,1236.11,78.74,1012.75,92.4,344.26,86.88,89.73,87.88,2,94.65,82.79,92.41,82.39,76.33,1,87.64,2.88,4705.15,87.96,Efficient
88.06,2054.14,78.94,1728.19,78.25,452.25,100.0,100.0,98.66,2,85.22,90.69,84.09,80.12,85.9,0,100.0,2.59,5402.7,89.69,Careful
59.09,1147.71,82.52,1599.76,67.2,424.34,64.44,67.5,52.34,7,55.18,52.26,63.7,57.4,61.12,5,57.55,3.34,6109.11,64.81,Inconsistent
62.49,1164.91,66.81,801.04,67.62,411.72,64.83,54.89,78.6,13,57.58,79.89,89.94,66.23,75.56,9,68.87,2.92,6136.74,65.97,Impulsive
20.0,1191.2,20.0,1115.64,25.51,475.75,37.96,27.04,26.81,5,20.0,23.34,21.85,25.89,33.35,3,20.26,4.71,7803.26,22.56,Inconsistent
62.62,1044.34,60.94,1146.97,55.17,684.18,44.84,56.44,63.19,9,70.68,68.36,59.76,56.55,60.56,6,53.22,3.56,5164.92,59.35,Inconsistent
59.11,1218.4,54.19,789.55,57.11,401.81,55.97,62.79,58.88,9,51.89,56.46,46.03,56.76,58.25,7,74.52,3.84,5952.47,62.56,Impulsive
35.94,971.26,41.52,1702.88,54.99,374.13,37.19,39.03,60.72,6,44.88,52.54,55.11,55.27,37.8,5,47.9,3.41,7319.5,53.21,Impulsive
42.09,1857.63,40.02,1622.67,48.87,697.65,33.73,29.18,40.72,4,30.22,34.41,41.09,35.88,32.98,4,24.26,4.03,7039.73,34.23,Inconsistent
86.08,2063.9,92.15,1984.38,85.02,454.87,91.98,92.09,100.0,0,85.63,87.19,83.14,80.06,84.67,0,94.3,2.42,4485.11,92.28,Careful
31.57,1214.88,45.77,1315.17,41.84,613.99,42.2,33.12,39.25,7,27.49,37.15,20.0,25.65,35.62,4,59.57,4.44,6959.54,35.8,Inconsistent
90.88,1284.65,85.61,1050.21,74.5,204.43,92.19,68.95,86.58,2,88.51,84.96,100.0,100.0,96.8,3,80.21,2.45,5308.45,88.1,Efficient
48.46,1279.97,52.18,993.43,46.62,554.63,43.2,61.14,44.06,11,45.77,41.45,45.35,51.85,41.94,10,25.16,3.98,6329.72,44.78,Impulsive
93.97,1462.97,100.0,1482.0,99.13,339.43,100.0,92.26,100.0,1,89.15,91.02,95.73,100.0,90.31,1,100.0,2.58,4447.79,93.06,Efficient
47.17,1155.97,64.39,1161.23,54.97,329.45,58.84,43.58,45.99,3,56.29,53.17,57.09,51.2,54.93,7,54.13,4.34,5820.91,48.55,Impulsive
50.44,1161.47,46.11,1047.75,43.02,433.74,42.08,50.49,59.06,10,53.98,43.22,63.23,46.83,63.54,6,50.17,4.41,6507.69,50.87,Impulsive
79.92,1442.64,74.55,1373.71,71.37,521.57,79.44,65.05,67.98,5,71.86,58.36,78.91,64.58,68.52,4,70.37,2.93,6277.28,66.01,Inconsistent
50.41,1543.56,45.12,1643.77,42.5,618.16,55.04,29.64,51.96,7,37.28,46.02,39.62,36.94,54.83,1,61.03,4.13,6429.65,40.58,Inconsistent
56.62,738.06,47.81,1029.1,45.02,508.72,28.93,38.38,48.76,8,31.88,46.97,32.69,38.76,31.16,7,44.6,4.31,6764.53,42.29,Impulsive
87.71,2240.28,74.48,1826.5,73.88,617.75,78.11,82.16,88.42,3,82.66,70.42,87.16,87.01,78.62,1,84.8,2.25,6242.79,83.98,Careful
81.48,2161.12,84.83,1917.81,85.37,655.92,81.99,98.43,83.83,0,80.96,78.94,78.17,96.64,90.49,0,94.63,2.74,5323.4,86.48,Careful
37.16,1120.57,44.81,734.55,37.88,304.14,34.99,56.16,39.15,7,40.64,39.71,55.64,54.66,56.68,6,39.44,4.17,6225.66,44.51,Impulsive
90.78,2058.2,88.13,2038.76,74.55,465.5,75.27,74.55,81.2,0,88.34,89.61,78.89,81.66,95.29,1,68.53,2.68,5187.25,80.93,Careful
86.86,1662.73,85.81,2188.87,89.86,372.46,74.54,85.68,91.6,3,100.0,88.45,98.88,92.01,97.12,0,83.86,2.11,4735.25,93.68,Careful
68.42,2337.58,60.71,1999.74,71.88,683.22,74.88,76.66,76.75,4,53.63,57.44,90.46,75.11,68.83,3,67.32,3.08,7367.44,69.21,Inconsistent
100.0,840.05,78.63,971.23,100.0,408.04,99.66,100.0,95.24,4,94.87,100.0,83.17,92.9,90.74,1,88.72,2.38,3289.34,97.3,Efficient
57.7,1400.7,61.65,1362.39,55.59,373.6,68.07,60.99,49.78,8,66.43,66.94,60.28,45.86,67.79,7,51.38,3.81,5943.57,56.65,Impulsive
43.12,994.7,44.37,1141.99,56.71,307.58,20.02,34.98,43.79,12,36.0,48.62,38.38,39.75,36.5,10,33.99,5.04,6331.46,36.51,Impulsive
93.36,2179.79,93.63,2048.8,91.16,469.58,96.96,78.04,84.22,1,88.44,79.06,87.35,87.61,100.0,2,91.89,3.03,5055.47,85.59,Careful
61.69,2003.46,48.44,1797.82,45.27,664.48,38.74,48.47,44.15,6,60.24,51.79,60.08,64.29,45.64,5,49.43,3.92,7362.48,51.41,Inconsistent
92.77,1808.78,100.0,2479.7,74.26,446.12,83.07,73.1,77.84,1,77.47,74.05,74.09,81.35,72.77,0,90.09,3.52,6188.46,82.63,Careful
100.0,1265.99,95.93,1322.82,92.65,147.21,91.78,87.58,100.0,3,87.07,100.0,94.09,81.78,100.0,1,65.5,2.36,5701.86,92.37,Efficient
87.02,1409.93,100.0,1636.27,84.68,429.89,94.23,95.77,88.21,2,85.32,89.97,85.28,93.71,85.41,0,93.52,2.87,5508.19,85.58,Careful
74.52,2265.13,86.53,1916.62,80.64,564.46,72.58,86.63,84.98,4,81.56,74.01,75.24,81.19,68.42,4,90.86,3.55,4561.7,79.34,Careful
79.84,2066.78,84.3,2328.54,82.61,480.09,80.37,88.46,84.02,1,78.54,85.08,67.63,88.51,80.17,2,69.19,2.85,5110.36,80.8,Careful
72.82,905.68,78.11,935.67,77.61,423.14,72.5,69.68,75.0,6,69.35,59.63,57.94,67.6,70.91,4,92.2,3.01,5115.36,71.89,Inconsistent
36.24,965.63,36.91,1167.34,32.76,513.84,42.51,43.65,45.04,8,34.0,47.39,32.77,47.39,28.78,9,54.78,4.22,6664.94,38.22,Impulsive
100.0,1377.03,100.0,1332.68,100.0,486.36,100.0,96.62,100.0,0,100.0,100.0,100.0,100.0,100.0,0,91.6,1.78,5351.58,96.95,Efficient
83.68,1064.42,90.55,1026.32,97.91,297.21,84.23,99.12,81.61,1,91.4,89.2,76.73,86.99,85.34,1,77.6,2.61,5480.35,85.33,Efficient
100.0,1495.32,81.52,1264.25,78.65,460.42,99.2,88.85,90.98,1,84.47,83.88,97.65,92.41,84.08,3,99.68,2.64,4531.88,95.09,Efficient
55.79,1077.07,55.28,1117.12,56.47,538.74,49.1,57.08,68.65,10,52.47,71.44,57.37,77.75,55.38,9,59.54,3.35,6426.88,57.39,Impulsive
89.68,1103.73,94.58,954.06,87.81,305.58,84.42,87.61,94.13,3,99.14,81.68,90.33,91.41,80.72,3,95.88,2.72,6179.0,93.1,Efficient
82.37,2302.14,78.82,2362.99,76.45,454.94,80.04,81.6,86.36,3,85.58,98.95,83.32,76.81,80.86,0,87.3,2.41,5399.94,85.88,Careful
62.48,1602.65,70.34,1461.15,63.97,592.66,80.99,77.21,78.41,2,78.85,64.55,61.35,56.54,67.75,1,65.84,3.36,6004.6,65.34,Inconsistent
61.08,1357.97,64.89,1517.43,69.38,326.46,89.52,85.82,79.16,6,65.08,66.01,64.8,65.16,83.37,3,69.24,3.19,5358.28,69.66,Inconsistent
42.42,1093.69,35.7,822.73,34.95,461.58,46.97,30.61,42.64,9,28.11,31.33,39.49,48.58,38.33,5,24.55,4.65,6354.65,40.72,Impulsive
56.77,1266.75,58.55,1151.54,48.92,403.03,51.43,50.48,46.02,12,43.84,47.2,41.37,46.47,48.91,10,51.93,4.03,5759.73,48.69,Impulsive
77.8,1451.97,85.07,1424.9,100.0,304.21,65.82,85.06,79.94,2,79.79,82.36,80.45,88.02,81.27,3,63.74,3.24,6267.76,82.22,Efficient
72.73,2411.33,78.97,2144.32,80.79,504.67,89.26,74.61,75.71,0,74.59,77.35,77.98,82.17,82.13,0,79.46,2.54,5497.01,75.56,Careful
52.12,1818.95,60.26,2056.01,40.27,802.57,49.9,36.83,49.78,5,43.97,62.59,55.62,60.46,48.91,3,43.16,3.69,6560.48,55.36,Inconsistent
81.24,1134.48,76.59,1093.99,84.83,381.93,81.99,61.96,86.39,2,81.2,74.65,75.45,62.53,80.95,1,85.07,3.18,6919.71,80.99,Efficient
